LAT,,,,,38.7167,38.7167,38.7167,38.7167
LON,,,,,-9.13333,-9.13333,-9.13333,-9.13333
ASL,,,,,45.0000,45.0000,45.0000,45.0000
CITY,,,,,Lisbon,Lisbon,Lisbon,Lisbon
DOMAIN,,,,,NEMS4,NEMS12,NEMS4,NEMS4
LEVEL,,,,,2 m above gnd,sfc,10 m above gnd,10 m above gnd
NAME,,,,,Temperature,Total Precipitation,Wind speed,Wind direction
UNIT,,,,,°C,mm,km/h,°
AGGREGATION,,,,,,,,
UTC_OFFSET,,,,,1,1,1,1

Year,Month,Day,Hour,Minute,Temperature  [2 m above gnd],Total Precipitation  [sfc],Wind speed  [10 m above gnd],Wind direction  [10 m above gnd]
2017,07,24,11,00,23.11,0.00,29.74,6.95
2017,07,24,12,00,24.87,0.00,29.93,3.45
2017,07,24,13,00,27.05,0.00,31.85,5.84
2017,07,24,14,00,28.30,0.00,32.11,3.86
2017,07,24,15,00,28.37,0.00,33.86,1.83
2017,07,24,16,00,27.91,0.00,35.28,360.00
2017,07,24,17,00,26.94,0.00,36.72,360.00
2017,07,24,18,00,25.72,0.00,36.72,0.56
2017,07,24,19,00,23.72,0.00,36.38,1.70
2017,07,24,20,00,21.60,0.00,35.66,1.74
2017,07,24,21,00,19.47,0.00,35.69,2.89
2017,07,24,22,00,18.83,0.00,34.27,3.61
2017,07,24,23,00,18.70,0.00,33.19,3.73
2017,07,25,00,00,18.60,0.00,31.71,2.60
2017,07,25,01,00,18.34,0.00,30.60,0.67
2017,07,25,02,00,18.06,0.00,30.24,0.68
2017,07,25,03,00,17.93,0.00,28.80,0.72
2017,07,25,04,00,17.63,0.00,28.08,360.00
2017,07,25,05,00,17.36,0.00,27.72,359.26
2017,07,25,06,00,17.15,0.00,26.64,359.23
2017,07,25,07,00,17.22,0.00,24.13,1.71
2017,07,25,08,00,18.60,0.00,22.01,3.75
2017,07,25,09,00,21.39,0.00,17.23,10.84
2017,07,25,10,00,24.94,0.00,15.99,35.84
2017,07,25,11,00,28.03,0.00,16.14,38.66
2017,07,25,12,00,30.87,0.00,16.12,29.43
2017,07,25,13,00,33.22,0.00,20.19,11.31
2017,07,25,14,00,33.73,0.00,25.92,359.20
2017,07,25,15,00,33.17,0.00,31.34,358.03
2017,07,25,16,00,32.28,0.00,34.97,357.05
2017,07,25,17,00,30.85,0.00,36.00,359.43
2017,07,25,18,00,29.15,0.00,34.92,0.59
2017,07,25,19,00,27.32,0.00,33.85,1.22
2017,07,25,20,00,24.95,0.00,33.86,1.83
2017,07,25,21,00,22.17,0.00,33.14,1.87
2017,07,25,22,00,20.51,0.00,32.45,3.18
2017,07,25,23,00,19.78,0.00,30.63,2.69
